Date,Close,High,Low,Open,Volume,Adj Close,return,log_return,rolling_mean_7,rolling_std_7,rolling_skew_7,rolling_kurt_7,rolling_mean_14,rolling_std_14,rolling_skew_14,rolling_kurt_14,rolling_mean_30,rolling_std_30,rolling_skew_30,rolling_kurt_30,ATR,ATR_pct,BB_high_20,BB_low_20,BB_pct_20,BB_width_20,BB_high_50,BB_low_50,BB_pct_50,BB_width_50,RSI,RSI_14,RSI_30,Stoch_K,Stoch_D,Williams_R,MACD,MACD_signal,MACD_diff,MA_5,EMA_5,MA_10,EMA_10,MA_20,EMA_20,MA_50,EMA_50,MA_100,EMA_100,MA_200,EMA_200,MA_20_50_signal,MA_50_200_signal,PSAR,OBV,VWAP,vol_change,vol_rolling_mean_14,vol_rolling_std_14,vol_ratio,ADL,CMF,VPT,price_position,gap,gap_filled,intraday_return,overnight_return,higher_high,lower_low,higher_low,lower_high,resistance_20,support_20,near_resistance,near_support,volatility_regime,trend_strength
2024-07-18,13.600837707519531,13.976606369018555,13.434306144714355,13.753578186035156,290769371,13.600837707519531,-0.011180381236218007,-0.01124335149275119,13.597915785653251,0.6045949348896578,-0.027267706535796844,-0.9625500405669705,13.151846545083183,0.6693879955796576,0.543264234333022,-0.4984028088320103,13.52594804763794,0.6827276509939024,-0.3317651738847992,-1.0635513044372338,0.769861140727875,5.660395023331834,14.754584737226665,11.925825838640034,0.5921366680336048,0.20798416681515786,18.11630036846165,11.201257271614033,0.34700874633730083,0.5084277340523283,49.12736927952993,49.12736927952993,46.958985227875004,70.85795976910406,78.35451596917657,-29.142040230895947,-0.1846578486887651,-0.38331808770050374,0.19866023901173863,13.885160064697265,13.693136673858598,13.315261077880859,13.522356597896762,13.34020528793335,13.550620161655054,14.658778820037842,14.235183227189935,14.843625869750976,15.000933996555148,16.27841019153595,15.62984222222339,-1,-1,11.492453463134765,-373561063,16.807137757179973,-0.06167619549131487,343455225.35714287,124969953.7754435,0.8466005159701462,128124988.63899936,-0.09909297296785281,93411101.42039582,0.3070837062972726,-7.571364268319166e-05,1,-0.011105508432032014,-7.571364268319166e-05,False,True,False,True,14.717906951904297,11.161290168762207,False,False,low,0.3385447138425038
2024-07-19,14.075929641723633,14.13770866394043,13.382308006286621,13.600456237792969,305963751,14.075929641723633,0.03493107883652158,0.03433483400397246,13.789002418518066,0.48771736287459383,-0.29857945679074943,-0.7134416871002116,13.2782803944179,0.6644532536906045,0.30744484217687085,-0.9287359799685229,13.51732063293457,0.6737306618165857,-0.34789397435750113,-1.0305784078212137,0.7688282490797275,5.462006905751928,14.817449032421383,11.919400752429691,0.744131457085361,0.20588681200858988,17.912129211023124,11.250667610571114,0.4241204409195742,0.47325198192993373,52.945113792339484,52.945113792339484,48.78373903099761,80.98713527696673,75.72324395952238,-19.01286472303327,-0.12459281810984635,-0.3315730337823723,0.20698021567252595,14.014971923828124,13.82073432981361,13.44080867767334,13.62300624222892,13.368424892425537,13.600649636039053,14.581398410797119,14.22893597715748,14.810131702423096,14.982282269709668,16.271110796928404,15.611988210158055,-1,-1,11.61692173696289,-67597312,16.798602760484712,0.052255779031141536,314503532.0714286,66446979.38544168,0.9728467880307015,384043399.6487709,-0.03477330951257721,104098745.32769468,0.918216880550944,-2.8047516981369156e-05,1,0.03496010689769494,-2.8047516981369156e-05,True,True,False,False,14.717906951904297,11.161290168762207,False,False,low,0.9202377125775038
2024-07-20,14.26817512512207,14.32972240447998,13.886573791503906,14.075899124145508,226135145,14.26817512512207,0.013657746826794881,0.01356532040944204,13.967129298618861,0.375349730847298,-0.340798664343331,-1.6236617650795444,13.354495525360107,0.7142558110055102,0.11152647736986586,-1.3822398531942235,13.517620340983074,0.674073970830534,-0.3469793094036987,-1.0314947019156153,0.7455654179294665,5.225373331847774,14.81883349541601,11.918813942633305,0.8101190835883996,0.2032509082171708,17.643753700018646,11.352876816033602,0.4634168436057092,0.44090269630267265,54.43521299078493,54.43521299078493,49.51083607167186,87.90672097507996,79.91727200705026,-12.093279024920037,-0.06077763800500513,-0.2774139546268989,0.21663631662189375,13.984181594848632,13.969881261583097,13.587974357604981,13.74030967548222,13.368823719024657,13.664223492247686,14.498315258026123,14.230475243426543,14.777313251495361,14.96788827027584,16.266625208854677,15.596571914194572,-1,-1,11.73641127983789,158537833,16.79277181931694,-0.26090870483543005,311426940.85714287,69626659.54925732,0.7261258270643074,547364389.1514233,-0.038663584444825996,107187241.88674523,0.8611136816054231,-2.1680683906333485e-06,1,0.013659944510879323,-2.1680683906333485e-06,True,False,True,False,14.717906951904297,11.161290168762207,False,False,low,1.206267598348419
2024-07-21,14.806570053100586,15.000847816467285,13.98023796081543,14.26818561553955,395306788,14.806570053100586,0.0377339725127539,0.0370394633728224,14.164229256766182,0.4054147696384624,0.12345034070692354,-0.1528106655604539,13.529869488307408,0.7495486788390197,0.12912799584204362,-1.1750428494927,13.549098936716716,0.7117200290021998,-0.2217788984346452,-0.997396642207241,0.7652114491953513,5.16805341447131,14.919111822220263,11.866414739516799,0.9631336598192671,0.20617179210010292,17.367860040981373,11.484452314060132,0.5646587646542223,0.39735115599505233,58.40761986911292,58.40761986911292,51.50539117601883,93.88095320340203,87.59160315181624,-6.119046796597976,0.03286151602419629,-0.21535886049667985,0.24822037652087614,14.101226425170898,14.24877752542226,13.833608531951905,13.934175198685558,13.39276328086853,13.773018402968436,14.426156177520753,14.253073913221659,14.773807945251464,14.964637790127295,16.26990526676178,15.587522741444996,-1,-1,11.851121240997891,553844621,16.784803102406567,0.7480997392068358,322258630.78571427,70067917.50493738,1.2266755650149184,792174259.6642551,0.010873570365343662,122103737.35924226,0.8096454171093463,7.352318981562122e-07,1,0.037733209538196505,7.352318981562122e-07,True,False,True,False,15.000847816467285,11.161290168762207,True,False,low,1.8476027426389483
2024-07-22,13.929006576538086,14.859349250793457,13.829578399658203,14.806427001953125,289965228,13.929006576538086,-0.05926851886799622,-0.06109753491945683,14.093783514840263,0.39586343956576264,0.7757465080120646,0.9154239259725572,13.588020869663783,0.7464510838703883,-0.11337463574095123,-1.142019767025621,13.564062849680584,0.7149310673159629,-0.28051397852703525,-1.0120425550181122,0.7841085493339158,5.629321409429602,14.845610312357406,11.892392464742203,0.6896254244977218,0.21201927297454087,17.087014019331313,11.596515529313708,0.42482318344411363,0.39417732053237453,50.65561190828058,50.65561190828058,48.28880525012704,61.01186738775241,80.93318052207813,-38.98813261224759,0.03584597172272552,-0.16511789405279878,0.2009638657755243,14.13610382080078,14.142187209127536,13.95267686843872,13.9332354492042,13.369001388549805,13.787874419519056,14.34176477432251,14.240361760240475,14.77963975906372,14.943777596298547,16.26678020477295,15.568553602253784,-1,-1,12.040104835526055,263879393,16.77642341662972,-0.26648052398230004,308991001.35714287,54669753.28845154,0.9384261247946435,558203457.8937714,-0.009271362014940073,104917927.77246143,0.0965536913093528,-9.661329190211863e-06,1,-0.05925943006366748,-9.661329190211863e-06,False,True,False,True,15.000847816467285,11.161290168762207,False,False,low,0.7141934474046918
2024-07-23,13.919931411743164,14.139090538024902,13.541321754455566,13.929094314575195,269095937,13.919931411743164,-0.0006515299382662265,-0.000651742276131115,14.050724302019391,0.396068364745162,1.2057226544230455,1.7643023866084917,13.666554995945521,0.7167296724490672,-0.3940906513809721,-0.7003825270108941,13.58882703781128,0.7139278867723889,-0.3827758064234551,-0.9478963027138422,0.7707985660650173,5.5373733049773115,14.876438689200654,11.891475319893583,0.6795581187719789,0.21443808026158012,16.8509905837908,11.684791848765354,0.4326468410562996,0.37113679530540833,50.58084809030443,50.58084809030443,48.25656502176761,60.68175905144154,71.85819321419866,-39.31824094855846,0.037051774617159694,-0.12468396031880709,0.16173573493596677,14.199922561645508,14.068101943332744,14.042541313171387,13.930816533302194,13.383957004547119,13.80045127593681,14.267891216278077,14.227792415778907,14.77764157295227,14.923161802256342,16.266054301261903,15.549725624912561,-1,-1,12.21774941438253,-5216544,16.768666061212603,-0.07197170206904946,302141666.9285714,53098953.079144716,0.8906283589929896,629982866.9655608,0.06347727693279194,104742603.71324013,0.6333714099737399,6.298944338009021e-06,1,-0.0006578247390028314,6.298944338009021e-06,False,True,False,True,15.000847816467285,11.161290168762207,False,False,low,0.6953495125610231
2024-07-24,13.395511627197266,13.938982009887695,13.277823448181152,13.920039176940918,233124473,13.395511627197266,-0.0376740207285422,-0.038402029923551906,13.999423163277763,0.4590613436120584,0.6301821112149301,0.77878253555903,13.709340231759208,0.6776084150837363,-0.5034525212650147,-0.10402535964339701,13.581520271301269,0.7147750264259038,-0.3492899683848518,-0.9761464841794326,0.762967137182269,5.69569239619931,14.869159325001803,11.982938281657134,0.48941966825353916,0.21546179971839952,16.57897454221593,11.78372912447108,0.3361209619765798,0.35797404020081897,46.32587545071526,46.32587545071526,46.404486379604386,41.606034641255214,54.43322036014973,-58.393965358744786,-0.004259807348038436,-0.10059912972465336,0.09633932237661492,14.063838958740234,13.843905171287583,14.03940544128418,13.833488368555843,13.426048803329468,13.76188559506159,14.181351833343506,14.195145347896721,14.775770959854126,14.892411854367626,16.265889949798584,15.525159687228813,-1,-1,12.384735318507614,-238341017,16.760748761666896,-0.13367524014307208,298756079.5,56014426.027179204,0.7803170847273084,479852085.042161,0.12404630176948071,95959867.48510766,0.17800295697955357,7.74179085846595e-06,1,-0.03768147079733457,7.74179085846595e-06,False,True,False,True,15.000847816467285,11.161290168762207,False,False,low,0.04002423517870034
2024-07-25,12.946199417114258,13.437110900878906,12.503412246704102,13.395669937133789,301105500,12.946199417114258,-0.033541996945510966,-0.03411743388571815,13.90590340750558,0.5991121464434287,-0.25366285129380345,0.3675302262982186,13.751909596579415,0.5999243355566369,-0.1155048376600834,-0.6655528380997734,13.53987169265747,0.7141579954479854,-0.2120305105326805,-1.046511901933303,0.7751622455388788,5.987566084561862,14.826843605337006,12.089288367929596,0.31302055113824695,0.21145628529315655,16.281395697352895,11.88963377499818,0.24057898875118972,0.33923175295361324,42.989129427220604,42.989129427220604,44.8778776595574,25.26234177105412,42.516711821250304,-74.73765822894588,-0.07242045604707492,-0.09496339498913768,0.02254293894206276,13.799443817138672,13.544669919896473,13.891812705993653,13.672163104657374,13.4580659866333,13.684201197083693,14.085514736175536,14.146154668850198,14.770352630615234,14.85324950398707,16.26491946220398,15.495792767168167,-1,-1,15.000847816467285,-539446517,16.749219531884936,0.2916082817268182,297697818.64285713,55804747.68827553,1.011446779733482,464332628.7700861,0.05459966599209169,85860187.7238311,0.47422920492638815,1.1818132888781687e-05,1,-0.03355341853964061,1.1818132888781687e-05,False,True,False,True,15.000847816467285,11.82588005065918,False,False,low,0.6603347524532784
2024-07-26,13.54045295715332,13.631189346313477,12.927762985229492,12.946199417114258,212601622,13.54045295715332,0.04590177556306507,0.04487945641797258,13.82940673828125,0.60790557279615,0.23315513947298305,0.0669553897947445,13.809204578399658,0.5298924601063648,0.07473958315586507,-0.41494058407657475,13.527743721008301,0.7108376093776492,-0.16514762256661844,-1.021428381756142,0.7700382537921007,5.686946044041276,14.839053460304825,12.111007479483995,0.5239814459576029,0.2014737608448781,16.014119646987613,12.007772099533383,0.38256312999950665,0.2958798764067716,48.29371092805997,48.29371092805997,47.25209146901002,41.52422280697936,36.130866406429575,-58.47577719302064,-0.0775925285455159,-0.09148922170041333,0.01389669315489743,13.546220397949218,13.543264265648753,13.823723411560058,13.64821580511118,13.47503046989441,13.670510888506437,14.010945873260498,14.12239587942381,14.774405117034911,14.826841424282193,16.26183675765991,15.473559032628014,-1,-1,14.950899105072022,-326844895,16.74238644019321,-0.2939297953707255,292006868.35714287,60283143.67375552,0.7280706210648948,622086424.2537601,0.041918306842563306,95618979.6612187,0.871007977266688,0.0,0,0.04590177556306507,0.0,True,False,True,False,15.000847816467285,11.82588005065918,False,False,low,0.0849600483310191
2024-07-27,13.567426681518555,13.869378089904785,13.318658828735352,13.540304183959961,231771370,13.567426681518555,0.0019920843453751225,0.0019901027765539905,13.729299817766462,0.5806980277685206,0.8778158381741803,1.7415021494612475,13.848214558192662,0.48568395360607153,0.18738563533979816,0.02944057737540125,13.500402132670084,0.6921500811163288,-0.12269374387649372,-0.8958560234823826,0.7543726114619103,5.560174594416721,14.798743954078235,12.272926196678602,0.5125074764588955,0.18616778381712448,15.849641612962035,12.061839061781619,0.3974831315501755,0.27918356517379467,48.52782085516598,48.52782085516598,47.35855823592308,42.60427967378342,36.46361475060564,-57.39572032621658,-0.07860872666706165,-0.088913122693743,0.010304396026681359,13.473904418945313,13.551318404272019,13.805004119873047,13.633526873548883,13.535835075378419,13.660693344975696,13.955740337371827,14.100627292329495,14.771148853302002,14.801515117778033,16.261144013404845,15.451915570337308,-1,-1,14.901949367904663,-95073525,16.735032780834366,0.09016745883528587,293145508.0714286,58867555.64812137,0.7906359252263419,599704011.9927288,0.07482392531176596,96080687.77910185,0.4517144583883866,-1.0987312893456731e-05,1,0.002003093666885523,-1.0987312893456731e-05,True,False,True,False,15.000847816467285,11.82588005065918,False,False,low,0.04187798663436912
